text,labels
He also has had urine and blood cultures sent from the ED on 04/05 and was empirically started on avalox last pm .,O O O O B-TE I-TE I-TE I-TE O O O O O O O O O O O B-TR O O O 
"PMH GERD , HTN , Gout , Meningioma , liver hemangioma , episodic vertigo , colon cancer .",O B-PR O B-PR O B-PR O B-PR O B-PR I-PR O B-PR I-PR O B-PR I-PR O 
MEDS,B-TR 
"Protonix 40 qd , Colchicine 6 mg bid , Meclizine 25 mg qid prn , glucosamine and oxycodone prn , tessalon prn .",B-TR O O O B-TR O O O O B-TR O O O O O B-TR O B-TR O O B-TR O O 
ALL NKDA SH No smoking PE,O B-PR O O O O 
GEN - NAD,O O B-PR 
"HEENT -- perrla , eomi , mmm , tongue midline , op clear , no masses",O O O O O O O O O O O O O O O B-PR 
"NECK -- no jvd / lad/ ; trachea midline CARD - RRR , S1/S2 , no m / r/g",O O O B-PR O B-PR O O O O O O O O O O B-PR O B-PR 
"PULM - CTAB no w / r / r ABD -nt / nd ; incision c / d / I ; discrete 3x3 cm slightly firm protuberant mass to the R of umbilicus ; no rebound , no guarding .",O O O O B-PR I-PR I-PR I-PR I-PR O B-PR O B-PR O B-PR O O O O O O B-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR O O B-PR O O B-PR O 
BACK - no flank tenderness,O O O B-PR I-PR 
RECTAL -- deferred,O O O 
EXT - WWP ; no edema,O O O O O B-PR 
On 04/06/05 Mr. Liley was admitted to Dr. Liley &apos;s service .,O O O O O O O O O O O O 
"At that time he was made NPO with IVF , placed on Ampicillin / Levofloxacin / Flagyl and underwent IR placement of a drainage catheter for his abdominopelvic fluid collection .",O O O O O O B-TR O B-TR O O O B-TR O B-TR O B-TR O O B-TR I-TR I-TR I-TR I-TR I-TR O B-PR I-PR I-PR I-PR O 
Overnight he spiked a fever to 103 and his WBC climbed from 11 to 13 .,O O O B-PR I-PR O O O B-TE I-TE O O O O O O 
"As a result , IR reviewed the patient &apos;s post-procedure imaging and felt that the catheter was not adequately draining the patient &apos;s fluid collection .",O O O O O O B-TE I-TE I-TE I-TE I-TE O O O B-TR I-TR O O O O B-PR I-PR I-PR I-PR I-PR O 
On 04/07 they took the patient back to the IR suite and placed a second catheter .,O O O O O O O O O O O O O B-TR I-TR I-TR O 
The location of the second catheter was confirmed that evening by a follow-up scan which revealed good placement .,O O O B-TR I-TR I-TR O O O O O B-TE I-TE I-TE O O O O O 
The following day the patient defervesced .,O O O O O O O 
Neurologic :,O O 
The patient &apos;s pain from his catheters was controlled with Oxycodone and Motrin .,B-PR I-PR I-PR I-PR O B-TR I-TR O O O B-TR O B-TR O 
CV :,O O 
No active issues .,O O O O 
R :,O O 
The patient received chest PT and was encouraged to ambulate frequently .,O O O B-TR I-TR O O O O O O O 
GI :,O O 
"After catheter placement , the patient was started on sips .",O B-TR I-TR O O O O O O B-TR O 
He tolerated this well .,O O O O O 
He was advanced to clears which he tolerated and was restarted on a low residue diet .,O O O O B-TR O O O O O O O B-TR I-TR I-TR I-TR O 
His bowel function resumed and in fact he had loose stool .,O O O O O O O O O O O O 
He had 3 specimens sent for C. difficile which were negative .,O O B-TE I-TE O O B-PR I-PR O O O O 
GU :,O O 
The patient &apos;s electrolytes and fluids were monitored closely during his admission .,O O O O O O O O O O O O O 
Heme :,O O 
The patient &apos;s WBC trended down to 10.7 at discharge from a peak of 13 on 04/07 .,B-TE I-TE I-TE I-TE O O O O O O O O O O O O O O 
His hematocrit remained stable .,B-TE I-TE O O O 
He received DVT prophylaxis with SC Heparin .,O O B-TR I-TR O B-TR I-TR O 
ID :,O O 
Blood cultures 04/05 revealed Bacteroides fragilis ; 04/06 Fluid collection drainage from IR revealed,B-TE I-TE O O B-PR I-PR O O B-TE I-TE I-TE I-TE I-TE O 
"1) 4+ alpha hemolytic Strep ,",O B-PR I-PR I-PR I-PR O 
"2) 2+ E. coli sensitive to Ampicillin and Levofloxacin ,",O B-PR I-PR I-PR O O B-TR O B-TR O 
"3) 3+ Enterococci sensitive to Ampicillin and Levofloxacin ,",O B-PR I-PR O O B-TR O B-TR O 
4) Bacteroides fragilis and Clostridium perfringens .,O B-PR I-PR O B-PR I-PR O 
Blood cultures from 04/07 showed NGTD .,B-TE I-TE O O O B-PR O 
"Cdiff from 04/08 , 04/09 , 04/10 were negative .",B-TE O O O O O O O O O 
"Mr. Liley was discharged in stable condition , ambulating and voiding independently , and with adequate pain control .",O O O O O O O O O O O O O O O B-TR I-TR I-TR O 
LDAMC services were set-up for care of his IR drains .,O O O O O B-TR O B-TR I-TR I-TR O 
He was given explicit instructions to follow-up in clinic with Dr. Liley in 1-2 weeks .,O O O O O O O O O O O O O O O O 
ADDENDUM :,O O 
An abscessogram was performed on 04/12/05 and revealed no fistula .,B-TE I-TE O O O O O O O B-PR O 
ADDITIONAL COMMENTS :,O O O 
"- Seek medical attention for fevers ( temp &gt; 101.5 ) , worsening pain , drainage or excessive bleeding from incision , chest pain , shortness of breath , or any other symptoms of concern .",O O O O O B-PR O B-TE O O O O B-PR I-PR O B-PR O B-PR I-PR O B-PR O B-PR I-PR O B-PR I-PR I-PR O O B-PR I-PR I-PR O O O 
- Follow up with your surgeon in 1-2 weeks for wound check .,O O O O O O O O O O B-TE I-TE O 
- Please do not drive or consume alcohol while taking pain medications .,O O O O O O O O O O B-TR I-TR O 
- Resume home medications .,O O B-TR I-TR O 
DISCHARGE CONDITION :,O O O 
Stable,O 
TO DO / PLAN :,O O O O O 
No dictated summary,O O O 
ENTERED BY :,O O O 
"ALIKES , NATO T. , M.D. ( FG980 )",O O O O O O O O O 
2004-12-05 11:30,O O O 
****** END OF DISCHARGE ORDERS ******,O O O O O O 
957770228,O 
FIH,O 
408267,O 
46769/5v7d,O 
237890,O 
2/5/1994 12:00:00 AM,O O O 
TRACHEOESOPHAGEAL FISTULA .,B-PR I-PR O 
Unsigned,O 
DIS,O 
Report Status :,O O O 
Unsigned,O 
ADMISSION DATE :,O O O 
2-5-94,O 
DISCHARGE DATE :,O O O 
4-2-94,O 
PRINCIPAL DIAGNOSIS :,O O O 
Tracheoesophageal fistula .,B-PR I-PR O 
ASSOCIATED DIAGNOSIS :,O O O 
"Diabetes mellitus , pneumonia , sepsis , respiratory failure , pleural effusion , postoperative encephalopathy , postoperative myocardial infarction , and thrombocytopenia .",B-PR I-PR O B-PR O B-PR O B-PR I-PR O B-PR I-PR O B-PR I-PR O B-PR I-PR I-PR O O B-PR O 
SPECIAL PROCEDURES AND OPERATIONS :,O O O O O 
"February 6 , 1994 , rigid bronchoscopy with biopsy and upper gastrointestinal endoscopy .",O O O O O B-TE I-TE O B-TE O B-TE I-TE I-TE O 
ASSOCIATED PROCEDURES :,O O O 
"On February 10 , 1994 , flexible bronchoscopy , flexible esophagoscopy , rigid bronchoscopy , transhiatal esophagectomy ( partial ) , substernal gastric interposition and jejunostomy .",O O O O O O B-TE I-TE O B-TE I-TE O B-TE I-TE O B-TR I-TR I-TR I-TR I-TR O B-TR I-TR I-TR O B-TR O 
"Multiple bronchoscopies , chest tube insertion .",B-TE I-TE O B-TR I-TR I-TR O 
HISTORY OF PRESENT ILLNESS :,O O O O O 
The patient was a 71 year old white female with a history of carcinoid lung cancer who presented for evaluation of a tracheoesophageal fistula .,O O O O O O O O O O O O O B-PR I-PR I-PR O O O B-TE O B-PR I-PR I-PR O 
The patient was initially diagnosed in 1978 with atypical small cell carcinoma of the lung and treated with chemotherapy and radiation therapy until 1980 .,O O O O O O O O B-PR I-PR I-PR I-PR I-PR I-PR I-PR O O O B-TR O B-TR I-TR O O O 
She did well for approximately twelve years until she was diagnosed with carcinoid cancer of the same right upper lobe .,O O O O O O O O O O O O B-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR O 
This may have been the initial primary cancer although it is unclear at present .,O O O O B-PR I-PR I-PR I-PR O O O O O O O 
Bronchoscopy at that time showed an endobronchial tumor of the right upper lobe bronchus and it was felt to be unresectable .,B-TE O O O O B-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR O O O O O O O O 
She underwent four treatments of brachytherapy in March through May of 1993 .,O O B-TR I-TR O B-TR O O O O O O O 
She had been doing reasonably well until December of 1993 when she presented with persistent and worsening cough and near strangulation on attempts at eating solids or drinking liquids .,O O O O O O O O O O O O O O B-PR I-PR I-PR I-PR O B-PR I-PR O O O O O O O O O 
A bronchoscopy showed a tracheoesophageal fistula with an opening into the trachea above the carina and no tumor in the right upper lobe .,B-TE I-TE O B-PR I-PR I-PR O O O O O O O O O O O B-PR I-PR I-PR I-PR I-PR I-PR O 
She has been on total parenteral nutrition and has been nothing by mouth since then .,O O O O B-TR I-TR I-TR O O O B-TR I-TR I-TR O O O 
A barium swallow prior to admission showed the presence of a tracheoesophageal fistula with entrance into the right mainstem bronchus below the carina .,B-TE I-TE I-TE O O O O O O O B-PR I-PR I-PR O O O O O O O O O O O 
PAST MEDICAL HISTORY :,O O O O 
"Bronchitis , asthma , carcinoid cancer , no history of coronary artery disease or cerebrovascular accident .",B-PR O B-PR O B-PR I-PR O O O O B-PR I-PR I-PR O B-PR I-PR O 
PAST SURGICAL HISTORY :,O O O O 
"The patient is status post appendectomy , hysterectomy and right salpingo-oophorectomy , bladder suspension and a tumor removal from the right neck .",O O O O O B-TR O B-TR O B-TR I-TR O B-TR I-TR O B-TR I-TR I-TR I-TR I-TR I-TR I-TR O 
MEDICATIONS ON ADMISSION :,O O O O 
"Cefuroxime 1.5 grams intravenously q8h , Solu-Medrol 62.5 mg intravenously q8h , Ventolin metered dose inhaler , 2 puffs PO q.i.d. , Pepcid 20 mg intravenously b.i.d.",B-TR O O O O O B-TR O O O O O B-TR I-TR I-TR I-TR O O O O O O B-TR O O O O 
ALLERGIES :,O O 
"The patient is allergic to penicillin , morphine , codeine .",O O O B-PR O B-TR O B-TR O B-TR O 
PHYSICAL EXAMINATION :,O O O 
The patient is a pleasant white female in no acute distress .,O O O O O O O O O B-PR I-PR O 
She is afebrile with stable vital signs .,O O B-PR O O O O O 
"The head , eyes , ears , nose , throat examination was unremarkable .",B-TE I-TE I-TE I-TE I-TE I-TE I-TE I-TE I-TE I-TE I-TE O O O 
Neck shows a well healed low collar incision without adenopathy or bruit .,O O B-PR I-PR I-PR I-PR I-PR I-PR O B-PR O B-PR O 
The lungs showed mild inspiratory wheeze and moderate expiratory wheezes .,O O O B-PR I-PR I-PR O B-PR I-PR I-PR O 
Breath sounds are present bilaterally .,O O O O O O 
Cardiovascular exam :,O O O 
regular rate and rhythm .,O O O O O 
"The abdomen was soft , nontender , nondistended .",O O O O O B-PR O B-PR O 
Extremities :,O O 
"no clubbing , cyanosis or edema .",O B-PR O B-PR O B-PR O 
The rectal examination is guaiac negative with a minimal amount of stool .,B-TE I-TE I-TE O B-TE O O O O O O O O 
HOSPITAL COURSE :,O O O 
"The patient was admitted on February 5 , 1994 and had a central venous line placed in her right subclavian .",O O O O O O O O O O O B-TR I-TR I-TR I-TR O O O O O O 
"The patient was brought to the Operating Room on February 6 , 1994 where she underwent rigid and flexible bronchoscopy and upper gastrointestinal endoscopy .",O O O O O O O O O O O O O O O O B-TE I-TE I-TE I-TE O B-TE I-TE I-TE O 
Findings included necrotic debris in the distal trachea at the carina and right mainstem bronchus .,O O B-PR I-PR I-PR I-PR I-PR I-PR O O O O O O O O 
Esophageal mucosa was visible through the trachea .,O O O O O O O O 
"Her steroids were weaned and the patient was brought to the Operating Room on February 10 , 1994 where she underwent once again flexible bronchoscopy and flexible esophagoscopy , as well as rigid bronchoscopy .",B-TR I-TR O O O O O O O O O O O O O O O O O O O O O B-TE I-TE O B-TE I-TE O O O O B-TE I-TE O 
"She then had a transhiatal esophagectomy which was partial , and a substernal gastric interposition as well as a jejunostomy .",O O O B-TR I-TR I-TR O O O O O B-TR I-TR I-TR I-TR O O O B-TR I-TR O 
The pathology report suggested that the area was involved with radiation esophagitis and focal ulceration .,B-TE I-TE I-TE O O O O O O O B-PR I-PR O B-PR I-PR O 
She remained ventilator dependent postoperatively and was taken to the Respiratory Intensive Care Unit .,O O B-PR I-PR O O O O O O O O O O O 
"The patient was maintained on triple antibiotics which included Vancomycin , ceftazidime and Gentamicin .",O O O O O B-TR I-TR O O B-TR O B-TR O B-TR O 
"On postoperative day two , she had an electroencephalogram which showed no evidence of seizure activity but some generalized slowing .",O O O O O O O B-TE I-TE O O O O O B-PR I-PR O B-PR I-PR I-PR O 
The patient was seen in consultation by the Neurology Service for her apparent postoperative encephalopathy and episodes of shaking .,O O O O O O O O O O O B-PR I-PR I-PR I-PR O O O B-PR O 
An endoscopy was also performed on postoperative day two which showed clean anastomosis .,B-TE I-TE O O O O O O O O O O B-TR O 
She received multiple bronchoscopies for pulmonary toilet .,O O B-TE I-TE O B-TR I-TR O 
The patient was maintained on tube feedings and the ventilator .,O O O O O B-TR I-TR O B-TR I-TR O 
"A repeat echocardiogram on February 18 showed no significant change of her previous echocardiogram on February 11 , which showed only a small pericardial effusion .",B-TE I-TE I-TE O O O O O B-PR I-PR O B-TE I-TE I-TE O O O O O O O B-PR I-PR I-PR I-PR O 
A pelvic and abdominal computerized tomography scan on February 18 also showed no evidence of a focal collection or abscess .,B-TE I-TE I-TE I-TE I-TE I-TE I-TE O O O O O O O O B-PR I-PR I-PR O B-PR O 
She remained intermittently febrile despite numerous antibiotics .,O O B-PR I-PR O B-TR I-TR O 
"Her chest X-ray showed bilateral air space disease , consistent with pneumonia or adult respiratory distress syndrome .",B-TE I-TE I-TE O B-PR I-PR I-PR I-PR O O O B-PR O B-PR I-PR I-PR I-PR O 
She suffered an episode of renal failure which was felt attributable to aminoglycoside toxicity .,O O O O O B-PR I-PR O O O O O B-PR I-PR O 
Her steroids were weaned .,B-TR I-TR O O O 
"Because of her prolonged intubation and inability to wean , on February 24 , 1994 , she had a tracheostomy placed .",O O B-TR I-TR I-TR O B-PR I-PR I-PR O O O O O O O O O B-TR I-TR O O 
She remained in a coma .,O O O B-PR I-PR O 
"The blood cultures on February 26 , 1994 grew out Staphylococcus and she was treated for septicemia .",B-TE I-TE I-TE O O O O O O O B-PR O O O O O B-PR O 
Her sputum grew out Pseudomonas aeruginosa as well .,B-TE I-TE O O B-PR I-PR O O O 
The urine contained yeast and she was treated with amphotericin .,B-TE I-TE O B-PR O O O O O B-TR O 
"On March 3 , 1994 , a repeat chest and abdominal and pelvis computerized tomography scan showed no evidence of fluid collections .",O O O O O O B-TE I-TE I-TE I-TE I-TE I-TE I-TE I-TE I-TE I-TE O O O O B-PR I-PR O 
There was a large left pleural effusion however .,O O B-PR I-PR I-PR I-PR I-PR O O 
This was drained with a left chest tube .,O O O O B-TR I-TR I-TR I-TR O 
Her sputum then grew out Klebsiella and she was treated with amikacin and imipenem .,B-TE I-TE O O O B-PR O O O O O B-TR O B-TR O 
She developed a right pleural effusion and had a right chest tube placed .,O O B-PR I-PR I-PR I-PR O O B-TR I-TR I-TR I-TR O O 
"On March 13 , 1994 , she regained some level of consciousness .",O O O O O O O O O O O O O 
"She was able to fix and follow with her eyes , respond to commands .",O O O O O O O O O O O O O O O 
"On March 14 , 1994 , her right lung was pleurodesed .",O O O O O O O O O O O O 
Attempts were made to facilitate her wean by resting her overnight with a combination of propafol and Fentanyl .,O O O O O B-TR I-TR O O O O O O O O B-TR O B-TR O 
This was tried for approximately seven days with no real progress made toward facilitating her vent wean .,O O O O O O O O O O O O O O B-TR I-TR I-TR O 
She continued to require pressor support in the high 30 &apos;s .,O O O O B-TR I-TR O O O O O O 
She also fell into a coma once again .,O O O O B-PR I-PR O O O 
"On March 31 , 1994 , her pressor support requirement increased and she continued to have tachypneic episodes .",O O O O O O B-PR I-PR I-PR I-PR O O O O O O B-PR I-PR O 
"On April 2 , 1994 , she had several episodes of bradycardia and asystole , which responded only to manual ventilation .",O O O O O O O O O O O B-PR O B-PR O O O O O B-TR I-TR O 
Discussions were held with the patient &apos;s family with regard to her previously expressed wishes not to be maintained on artificial life support for extended period of time with little or no hope for recovery .,O O O O O O O O O O O O O O O O O O O O B-TR I-TR I-TR O O O O O O O O O O O O O 
"She had expressed these wishes in writing on several legal forms from the state of Jose Pineston , as well as in discussions with her loved ones .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Decision was made in conjunction with the family and Dr. Caslighlourdes to terminate artificial respiratory support .,O O O O O O O O O O O O O B-TR I-TR I-TR O 
The patient was removed from the ventilator and placed on a T-piece in her trachea only and was made comfortable with narcotics .,O O O O O B-TR I-TR O O O B-TR I-TR I-TR I-TR I-TR O O O O O O B-TR O 
"Her respirations ceased and she died at 10:15 a.m. on April 2 , 1994 .",O O O O O O O O O O O O O O O 
DISPOSITION / PLAN ON DISCHARGE :,O O O O O O 
The family will return the body to Sa for burial .,O O O O O O O O O O O 
They have declined a post-mortem examination .,O O O B-TE I-TE I-TE O 
"CA SHUFF , M.D.",O O O O 
DICTATING FOR :,O O O 
"RIEMIND CASLIGHLOURDES , M.D.",O O O O 
TR :,O O 
yu / bmot,O O O 
DD :,O O 
4-2-94,O 
TD :,O O 
04/03/94,O 
CC :,O O 
963005114,O 
FIH,O 
1704696,O 
04773/k096,O 
64394,O 
5/3/1993 12:00:00 AM,O O O 
ADULT RESPIRATORY DISTRESS SYNDROME .,B-PR I-PR I-PR I-PR O 
Unsigned,O 
DIS,O 
Report Status :,O O O 
Unsigned,O 
ADMISSION DATE :,O O O 
5-3-93,O 
DISCHARGE DATE :,O O O 
5-12-93,O 
PRINCIPAL DIAGNOSIS :,O O O 
Adult respiratory distress syndrome .,B-PR I-PR I-PR I-PR O 
ASSOCIATED DIAGNOSIS :,O O O 
"Urinary tract infection , tracheostomy status , diabetes mellitus .",B-PR I-PR I-PR O B-TR O O B-PR I-PR O 
HISTORY OF PRESENT ILLNESS :,O O O O O 
"Mr. Stain was transferred from the Oreiewlefell Merkane I Penaltbridgesgreat University Medical Center for progressive respiratory failure and adult respiratory distress syndrome superimposed on a history of chronic obstructive pulmonary disease , perhaps asthma , and ulcerative colitis .",O O O O O O O O O O O O O O B-PR I-PR I-PR O B-PR I-PR I-PR I-PR O O O O O B-PR I-PR I-PR I-PR O O B-PR O O B-PR I-PR O 
His only positive result was a sputum culture for Pseudomonas and this came after he had already been on antibiotics .,O O O O O B-TE I-TE I-TE O B-PR O O O O O O O O O B-TR O 
PHYSICAL EXAMINATION :,O O O 
"The physical examination on transfer showed an alert male with temperature 100 degrees , blood pressure 120/64 , heart rate 80 .",B-TE I-TE I-TE O O O O O O O B-TE O O O B-TE I-TE O O B-TE I-TE O O 
"He was intubated with pressor support of 25 , and PEEP of 12.5 with 70% FIO2 .",O O B-TR O B-TR I-TR O O O O B-TR O O O O B-TR O 
Tracheostomy tube was in good position .,B-TR I-TR O O O O O 
There was an audible air leak .,O O B-PR I-PR I-PR I-PR O 
His chest showed bilateral rhonchi .,O O O B-PR I-PR O 
The abdomen was distended with active bowel sounds .,O O O B-PR O O O O O 
The rectal examination was unremarkable .,B-TE I-TE I-TE O O O 
Extremities showed trace pulmonary edema .,O O B-PR I-PR I-PR O 
LABORATORY DATA :,O O O 
"A chest X-ray showed diffuse bilateral alveolar infiltrates , greater in the lower lung fields than in the upper .",B-TE I-TE I-TE O B-PR I-PR I-PR I-PR O O O O O O O O O O O O 
"The EKG showed normal sinus rhythm at 83 , with an 11 degree axis , non-specific ST-T wave changes .",B-TE I-TE O O O O O O O O O O O O O B-PR I-PR I-PR I-PR O 
The sputum Gram stain showed a few polys and no organisms .,B-TE I-TE I-TE I-TE O B-PR I-PR I-PR O O B-PR O 
"The blood gas showed a pO2 of 56 , pCO2 of 48 and pH of 7.47 .",B-TE I-TE I-TE O B-TE I-TE O O O B-TE O O O B-TE O O O 
HOSPITAL COURSE :,O O O 
The patient was seen in consultation by Dr. Wire who felt that manipulation of the tracheal tube was the best approach to the air leak since it was a new trach and he was requiring such high ventilator support that it was risky to change it .,O O O O O O O O O O O O B-TR I-TR I-TR I-TR I-TR O O O O O B-PR I-PR I-PR O O O B-TR I-TR I-TR O O O O O B-TR I-TR I-TR O O O O O O O O 
He also felt that lung biopsy at this time was rather risky .,O O O O B-TE I-TE O O O O O O O 
The patient was therefore completely cultured again and begun on antibiotic coverage which would take care of the Pseudomonas he was known to have .,O O O O B-TE I-TE O O O O B-TR I-TR O O O O O B-PR I-PR O O O O O O 
The steroids were tapered .,B-TR I-TR O O O 
He was also begun on anti-Candida regimen for his urinary tract infection with yeast being seen .,O O O O O B-TR I-TR O B-PR I-PR I-PR I-PR O B-PR O O O 
"Because of the story of hemoptysis , he also underwent an exotic bleeding work up for such things as Wegner &apos;s and Goodpasture &apos;s .",O O O O O B-PR O O O O B-TE I-TE I-TE I-TE I-TE O O O O B-PR I-PR O B-PR I-PR O 
These results were all negative .,O O O O O O 
He continued to require very high FIO2 .,O O O O B-TR I-TR I-TR O 
He was found to have a DVT by ultrasound .,O O O O O B-PR I-PR O B-TE O 
He underwent a trial of TPA followed by heparin .,O O B-TR I-TR I-TR I-TR O O B-TR O 
This produced substantially further hemoptysis and the need for transfusion .,O O B-PR I-PR I-PR O O O O B-TR O 
"He stabilized from this , but on the fifth while continuing to have extremely ventilator requirement .",O O O O O O O O O O O O O B-PR I-PR I-PR O 
"In consultation with his family , it was decided that enough support had been done .",O O O O O O O O O O O O O O O O 
"At that time , therefore , ventilator support was withdrawn under the comfort measures of morphine .",O O O O O O B-TR I-TR O O O B-TR I-TR I-TR O B-TR O 
"STAIN J. A , M.D.",O O O O O 
TR :,O O 
sj / bmot,O O O 
DD :,O O 
6-4-93,O 
TD :,O O 
06/05/93,O 
CC :,O O 
972977292,O 
PUOMC,O 
9149486,O 
13382,O 
713336,O 
10/14/1996 12:00:00 AM,O O O 
LEFT ANTERIOR TEMPORAL INTRAPARENCHYMAL HEMORRHAGE .,B-PR I-PR I-PR I-PR I-PR O 
Unsigned,O 
DIS,O 
Report Status :,O O O 
Unsigned,O 
DISCHARGE SUMMARY,O O 
NAME :,O O 
"CALL , GRANRIVERN S",O O O O 
UNIT NUMBER :,O O O 
585-28-96,O 
ADMISSION DATE :,O O O 
10/14/96,O 
DISCHARGE DATE :,O O O 
"10/27/96 date of birth ; September 30 , 1917",O O O O O O O O O 
PRINCIPAL DIAGNOSIS :,O O O 
Left anterior temporal intraparenchymal hemorrhage .,B-PR I-PR I-PR I-PR I-PR O 
ASSOCIATED DIAGNOSIS :,O O O 
"atrial fibrillation , deep venous thrombosis , pulmonary embolus , right frontal infarct , hypertension , and question progressive supranuclear palsy .",B-PR I-PR O B-PR I-PR I-PR O B-PR I-PR O B-PR I-PR I-PR O B-PR O O O B-PR I-PR I-PR O 
PRINCIPAL PROCEDURE :,O O O 
magnetic resonance imaging of the brain on 10/18/96 .,B-TE I-TE I-TE I-TE I-TE I-TE O O O 
THER PROCEDURES :,O O O 
"arterial catheterization on 10/14/96 , head CT scan on 10/14/96",B-TE I-TE O O O B-TE I-TE I-TE O O 
HISTORY AND REASON FOR HOSPITALIZATION :,O O O O O O 
"Granrivern Call is a 79-year-old right handed white male with a history of questionable progressive supranuclear palsy , atrial fibrillation , deep venous thrombosis , and pulmonary embolus who presents with a change in mental status and a fall at home .",O O O O O O O O O O O O O O B-PR I-PR I-PR O B-PR I-PR O B-PR I-PR I-PR O O B-PR I-PR O O O B-PR I-PR I-PR I-PR I-PR O O O O O O 
His family stated that he had a progressive mental decline over the past three years and was initially diagnosed with Parkinson &apos;s disease or features consistent with Parkinsonism .,O O O O O O B-PR I-PR I-PR I-PR O O O O O O O O O O B-PR I-PR I-PR O B-PR O O B-PR O 
This was poorly responsive to Eldopa .,O O O O O B-TR O 
He was later seen by Dr. Flo Cuchkote at the Ph University Of Medical Center and diagnosed with progressive supranuclear palsy .,O O O O O O O O O O O O O O O O O O B-PR I-PR I-PR O 
Over the five to six weeks prior to admission he had a drop off in his mental functioning with more frequent episodes of confusion and disorientation and requiring more assistance with his activities of daily living .,O O O O O O O O O O O B-PR I-PR I-PR I-PR I-PR I-PR I-PR O O O O O B-PR O B-PR O O O B-TR O O O O O O O 
He also developed a urinary incontinence .,O O O B-PR I-PR I-PR O 
"He had had two falls to his wife &apos;s recollection , both times slipping off the edge of a chair backwards .",O O O O O O O O O O O O O O O O O O O O O O 
"On the morning of admission at 8 o&apos;clock , he was noted to be moving his mouth less and speaking &quot; gibberish &quot; .",O O O O O O O O O O O O O O O O O O O O O O O O 
"He was later sitting in a chair making multiple attempts to get up , which he subsequently did and promptly fell directly on his face at approximately 11:30 a.m.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
There was no definite clonic activity .,O O O B-PR I-PR I-PR O 
There was no known incontinence .,O O O B-PR I-PR O 
He was taken to an outside hospital and nasally intubated and then transferred to the Ph University Of Medical Center Emergency Room where he was orally intubated .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
A trauma evaluation was negative and thus he was transferred to the Neurology Service .,B-TE I-TE I-TE O O O O O O O O O O O O 
MEDICATIONS ON ADMISSION :,O O O O 
"Coumadin 4 mgs po qhs , Vasotec 5 mgs po qd , Lasix prn , Digoxin 0.25 mgs poqd , Proscar and Sinemet .",B-TR O O O O O B-TR O O O O O B-TR O O B-TR O O O O B-TR O B-TR O 
ALLERGIES :,O O 
no known drug allergies .,O B-PR I-PR I-PR O 
PAST MEDICAL HISTORY :,O O O O 
"1) atrial fibrillation on coumadin ,",O B-PR I-PR O B-TR O 
2) deep venous thrombosis and pulmonary embolus ; the wife states since he was in the infantry in World War II .,O B-PR I-PR I-PR O B-PR I-PR O O O O O O O O O O O O O O O 
3) Question progressive supranuclear palsy .,O O B-PR I-PR I-PR O 
4) old right frontal infarct .,O B-PR I-PR I-PR I-PR O 
5) hypertension .,O B-PR O 
SOCIAL HISTORY :,O O O 
He lives with his wife who is his primary care giver .,O O O O O O O O O O O O 
He is a former professor at Montana .,O O O O O O O O 
Tobacco ; he has some distant history of some very minimal use .,O O O O O O O O O O O O O 
Alcohol ; he has no recent use .,O O O O O O O O 
He was a previous drinker of one &quot; old fashioned &quot; every night .,O O O O O O O O O O O O O O 
FAMILY HISTORY :,O O O 
He has a father who had dementia .,O O O O O O B-PR O 
There was no history of strokes or bleeding disorders in the family .,O O O O O B-PR O B-PR I-PR O O O O 
PHYSICAL EXAMINATION :,O O O 
"vital signs in the emergency room were 210/100 for blood pressure , heart rate 70 and irregular .",B-TE I-TE O O O O O O O B-TE I-TE O B-TE I-TE O O B-PR O 
He was afebrile .,O O B-PR O 
In general he was an intubated elderly frail appearing white male with blood about his face .,O O O O O O O O O O O O B-PR I-PR I-PR I-PR O 
"head , eyes , ears , nose and throat examination ; abrasions about his forehead , there was some minimal swelling associated .",B-TE I-TE I-TE I-TE I-TE I-TE I-TE I-TE I-TE I-TE O B-PR I-PR I-PR I-PR O O O B-PR I-PR I-PR O O 
His neck was rigid ; 1+ carotids without bruits .,O O O B-PR O B-TE I-TE O B-PR O 
oropharynx was intubated with blood as well .,O O B-TR O B-PR O O O 
Lungs ; clear to auscultation bilaterally .,O O O O B-TE I-TE O 
"Cardiovascular examination ; regular rate and rhythm with no murmurs , rubs , or gallops .",B-TE I-TE O O O O O O O B-PR O B-PR O O B-PR O 
"Abdominal examination ; soft , non-tender , non-distended , normal active bowel sounds .",B-TE I-TE O O O B-PR O B-PR O O O O O O 
Extremities :,O O 
"no clubbing , cyanosis , or edema .",O B-PR O B-PR O O B-PR O 
Neurologically ; he opens his eyes to voice .,O O O O O O O O O 
He does not regard the examiner .,O O O O O O O 
He had no blink to threat .,O O B-PR I-PR O B-TE O 
His pupils were three down to two on the right and five down to four on the left .,O O O O O O O O O O O O O O O O O O O 
According to the family this iansicoria was old .,O O O O B-PR I-PR O O O 
