text,labels
consistently,O
with,O
meals,O
or,O
on,O
empty,O
stomach,O
.,O

ENALAPRIL,B-TR
MALEATE,I-TR
20,O

MG,O
PO,O
BID,O
DIET,O
:,O

House,O
/,O
Low,O
chol,O
/,O
low,O
sat.,O
fat,O

Activity,O
-,O
As,O
tolerated,O

RETURN,O
TO,O
WORK,O
:,O

After,O
Appt,O
with,O
local,O
physician,O

FOLLOW,O
UP,O
APPOINTMENT,O
(,O
S,O
),O
:,O

Dr.,O
Hashimoto,O
",",O
No,O
Known,B-PR
Allergies,I-PR

ADMIT,O
DIAGNOSIS,O
:,O

chest,B-PR
pressure,I-PR
;,O
r,O
/,O
o,O
mi,B-PR

PRINCIPAL,O
DISCHARGE,O
DIAGNOSIS,O
;,O

Responsible,O
After,O
Study,O
for,O
Causing,O
Admission,O
),O
Chest,B-PR
pain,I-PR

OTHER,O
DIAGNOSIS,O
;,O

Conditions,O
",",O
Infections,O
",",O
Complications,O
",",O
affecting,O
Treatment,O
/,O
Stay,O

Chest,B-PR
pain,I-PR
;,O
R,O
/,O
o,O

MI,B-PR

OPERATIONS,O
AND,O
PROCEDURES,O
:,O

OTHER,O
TREATMENTS,O
/,O
PROCEDURES,O
(,O
NOT,O
IN,O
O.R.,O
),O

Echocardiogram,B-TE
MRA,B-TE
Kidney,I-TE

BRIEF,O
RESUME,O
OF,O
HOSPITAL,O
COURSE,O
:,O

51,O
yo,O
F,O
h,O
/,O
o,O
HTN,B-PR
",",O
hyperchol,B-PR
",",O
p,O
/,O
w,O
SS,B-PR
chest,I-PR
pressure,I-PR
x,O
3,O
days,O
.,O

USOH,O
until,O
3,O
day,O
PTa,O
",",O
dev,O
new,B-PR
SS,I-PR
chest,I-PR
pressure,I-PR
sometimes,O
rad,O
to,O
back,O
and,O
L,O
neck,O
/,O
jaw,O
.,O

Not,O
assoc,O
with,O
exertion,O
(,O
pt,O
has,O
active,O
lifestyle,O
),O
.,O

Pressure,B-PR
lasted,O
for,O
hours,O
at,O
a,O
time,O
.,O

Variably,O
assoc,O
with,O
SOB,B-PR
",",O
nausea,B-PR
",",O
palpitations,B-PR
",",O
tremulousness,B-PR
",",O
diaphoresis,B-PR
.,O

Pt,O
has,O
HTN,B-PR
",",O
measured,O
BP,B-TE
home,O
200/100,O
.,O

Reported,O
to,O
a,O
local,O
ED,O
was,O
found,O
to,O
have,O
BP,B-TE
up,O
to,O
200/100,O
.,O

Put,O
on,O
NTG,B-TR
drip,I-TR
without,O
relief,O
.,O

Pain,B-PR
2/10,O
persisted,O
",",O
relieved,O
by,O
MSO4,B-TR
.,O

At,O
ELMVH,O
ED,O
",",O
BP,B-TE
160/87,O
.,O

Now,O
adm,O
for,O
r,O
/,O
o,O
MI,B-PR
",",O
eval,B-TE
of,O
?,O
demand,B-PR
ischemia,I-PR
",",O
plus,O
w,B-TE
/,I-TE
u,I-TE
of,O
HTN,B-PR
urgency,I-PR
(,O
which,O
may,O
be,O
very,O
new,O
in,O
onset,O
),O
.,O

PE,B-TE
T97.5,B-TE
P59,B-TE
BP,B-TE
(,O
l,O
),O
180/86,O
(,O
r,O
),O
186/98,O
RR20,B-TE
98%,O
2L,B-TR
.,O

Exam,B-TE
only,O
notable,O
for,O
II,B-PR
/,I-PR
VI,I-PR
systolic,I-PR
murmur,I-PR
.,O

Labs,B-TE
only,O
notable,O
for,O
CK,B-TE
54,O
(,O
nl,O
),O
",",O
Trop,B-TE
0.03,O
",",O
Hct,B-TE
35.6,O
MCV,B-TE
79,O
.,O

EKG,B-TE
LBBB,B-PR
NSR,O
.,O

CXR,B-TE
negative,O
.,O

Plan,O
ROMI,B-TE
protocol,I-TE
.,O

CP,B-TR
protocol,I-TR
.,O

Captopril,B-TR
and,O
nitropaste,B-TR
to,O
control,O
pressure,B-PR
.,O

MSO4,B-TR
for,O
CP,B-PR
.,O

Echo,B-TE
",",O
MRA,B-TE
(,O
r,O
/,O
o,O
dissection,B-PR
),O
",",O
urine,B-TE
catecholamines,I-TE
and,O
VMA,B-TE
.,O

Guaiac,B-TE
all,I-TE
stools,I-TE
",",O
check,O
iron,B-TE
studies,I-TE
.,O

HOSPITAL,O
COURSE,O

1.,O
Chest,B-PR
Pain,I-PR

-,O
Pt,O
placed,O
on,O
captopril,B-TR
25,O
tid,O
",",O
lopressor,B-TR
12.5,O
BID,O
and,O
NTG,B-TR
paste,I-TR
SS,O
",",O
achieving,O
normal,O
BP,O
w,O
/,O
in,O
5,O
hrs,O
of,O
adm,O
to,O
floor,O
.,O

Her,B-PR
CPress,I-PR
dissappeared,O
over,O
the,O
same,O
timeframe,O
.,O

-,O
pt,O
r&apos;d,O
/,O
o,O
for,O
mi,B-PR
by,O
CPK,B-TE
(,O
54-&gt;,O
38-&gt;,O
33,O
),O
and,O
TPN,B-TE
(,O
0.03,O
),O
",",O
and,O
stable,O
EKG,O
.,O

2.,O
Hypertension,B-PR

-,O
controlled,O
on,O
captopril,B-TR
+,O
lopressor,B-TR
to,O
110-130s,O
;,O
NTG,B-TR
paste,I-TR
causing,O
30,O
pt,O
drop,O
so,O
d,O
/,O
c&apos;d,O
.,O

-,O
MRA,B-TE
kidney,I-TE
:,O

no,O
stenosis,B-PR
;,O
no,O
parenchymal,B-PR
lesions,I-PR

-,O
CXR,B-TE
:,O

no,O
obvious,B-PR
mediastinal,I-PR
widening,I-PR
",",O
but,O
no,O
comp,B-TE
arison,I-TE
film,I-TE
;,O
wnl,O

-,O
echo,B-TE
:,O

prelim,O
:,O

EF,B-TE
55-60,O
",",O
?,O
septal,B-PR
flattening,I-PR
",",O
mild,B-PR
TR,I-PR
and,O
MR,B-PR
",",O
trace,B-PR
effusion,I-PR
-24h,B-TE
urine,I-TE
study,I-TE
:,O

pending,O
.,O

ADDITIONAL,O
COMMENTS,O
:,O

DISCHARGE,O
CONDITION,O
:,O

Satisfactory,O

TO,O
DO,O
/,O
PLAN,O
:,O

No,O
dictated,O
summary,O

ENTERED,O
BY,O
:,O

MEED,O
",",O
CILE,O
PRILARA,O
",",O
M.D.,O
",",O
PH.D.,O
(,O
RG185,O
),O
05/27/02,O
05:35,O
PM,O

******,O
END,O
OF,O
DISCHARGE,O
ORDERS,O
******,O

901751538,O

CTMC,O

71624078,O

425615,O

2/3/1992,O
12:00:00,O
AM,O

Discharge,O
Summary,O

Signed,O

DIS,O

Admission,O
Date,O
:,O

02/03/1992,O

Report,O
Status,O
:,O

Signed,O

Discharge,O
Date,O
:,O

02/07/1992,O

PRINCIPAL,O
DIAGNOSIS,O
:,O

STERNAL,B-PR
WOUND,I-PR
INFECTION,I-PR
.,O

SECONDARY,O
DIAGNOSES,O
:,O

STATUS,O
POST,O
ORTHOTOPIC,B-TR
CARDIAC,I-TR
TRANSPLANT,I-TR
.,O

INSULIN,B-PR
DEPENDENT,I-PR
DIABETES,I-PR
MELLITUS,I-PR
.,O

DILATED,B-PR
CARDIOMYOPATHY,I-PR
.,O

HISTORY,O
OF,O
PRESENT,O
ILLNESS,O
:,O

The,O
patient,O
is,O
a,O
48-year-old,O
white,O
man,O
who,O
is,O
20,O
days,O
status,O
post,O
orthotopic,B-TR
cardiac,I-TR
transplant,I-TR
who,O
was,O
readmitted,O
for,O
sternal,B-PR
wound,I-PR
infection,I-PR
.,O

He,O
has,O
insulin,B-PR
dependent,I-PR
diabetes,I-PR
mellitus,I-PR
and,O
a,O
history,O
of,O
a,B-PR
dilated,I-PR
cardiomyopathy,I-PR
.,O

He,O
had,O
progressive,O
symptoms,O
of,O
congestive,B-PR
heart,I-PR
failure,I-PR
which,O
led,O
to,O
his,B-TE
evaluation,I-TE
of,O
his,B-TR
cardiac,I-TR
transplant,I-TR
in,O
March,O
of,O
1991,O
.,O

Preoperatively,O
",",O
he,O
had,O
a,B-PR
severely,I-PR
dilated,I-PR
left,I-PR
ventricle,I-PR
with,O
markedly,B-PR
diminished,I-PR
function,I-PR
.,O

His,O
post,O
transplant,O
course,O
was,O
initially,O
complicated,O
by,O
hyperglycemia,B-PR
and,O
seizure,B-PR
on,O
postoperative,O
day,O
number,O
one,O
.,O

He,O
was,O
",",O
however,O
",",O
extubted,O
without,O
difficulty,O
and,O
after,O
that,O
did,O
quite,O
well,O
.,O

He,O
had,O
a,B-TE
predischarge,I-TE
biopsy,I-TE
.,O

He,O
felt,O
well,O
at,O
home,O
without,O
fevers,B-PR
",",O
chills,B-PR
or,O
rigors,B-PR
.,O

There,O
were,O
no,O
rashes,B-PR
.,O

He,O
had,O
no,O
chest,B-PR
pain,I-PR
or,O
shortness,B-PR
of,I-PR
breath,I-PR
.,O

When,O
he,O
was,O
seen,O
on,O
2/3,O
in,O
the,O
Transplant,O
Clinic,O
",",O
his,B-PR
incision,I-PR
was,O
noted,O
to,O
be,O
more,B-PR
erythematous,I-PR
.,O

He,O
was,O
referred,O
to,O
the,O
Surgical,O
Clinic,O
where,O
the,B-PR
wound,I-PR
was,O
opened,O
and,O
the,O
patient,O
was,O
admitted,O
for,O
intravenous,B-TR
antibiotics,I-TR
.,O

PHYSICAL,O
EXAMINATION,O
:,O

On,O
admission,O
revealed,O
a,O
middle,O
aged,O
man,O
in,O
no,O
distress,B-PR
.,O

Blood,B-TE
pressure,I-TE
was,O
152/88,O
.,O

Heart,B-TE
rate,I-TE
90,O
.,O

Respiratory,B-TE
rate,I-TE
14,O
.,O

HEENT,B-TE
exam,I-TE
was,O
within,O
normal,O
limits,O
.,O

Neck,O
was,O
without,O
bruits,B-PR
.,O

Lungs,O
were,O
clear,O
bilaterally,O
.,O

Cardiac,B-TE
exam,I-TE
showed,O
a,O
normal,O
PMI,O
",",O
regular,O
rate,O
and,O
rhythm,O
",",O
normal,O
S1,O
",",O
physiologically,B-PR
split,I-PR
S2,I-PR
.,O

There,O
was,O
an,B-PR
S4,I-PR
.,O

There,O
were,O
no,O
murmurs,B-PR
or,O
rubs,B-PR
.,O

Abdomen,O
was,O
benign,O
.,O

Extremities,O
were,O
2+,B-PR
pedal,I-PR
edema,I-PR
to,O
the,O
knees,O
.,O

Examination,B-TE
of,O
the,B-PR
sternal,I-PR
wound,I-PR
showed,O
an,O
opened,O
area,O
in,O
the,O
mid,O
region,O
of,O
the,B-PR
wound,I-PR
with,O
serosanguineous,B-PR
drainage,I-PR
and,O
a,B-PR
scant,I-PR
amount,I-PR
of,I-PR
thick,I-PR
",",I-PR
yellow,I-PR
pus,I-PR
.,O

There,O
was,O
no,O
induration,B-PR
.,O

LABORATORY,O
DATA,O
:,O

On,O
admission,O
revealed,O
a,B-TE
white,I-TE
blood,I-TE
cell,I-TE
count,I-TE
of,O
9.46,O
with,O
89%,O
polys,B-TE
",",O
2%,O
bands,B-TE
",",O
7%,O
lymphocytes,B-TE
",",O
2%,O
monocytes,B-TE
.,O

Cyclosporin,B-TE
A,I-TE
level,I-TE
on,O
admission,O
was,O
179,O
.,O

Microscopic,B-TE
exam,I-TE
showed,O
4+,B-PR
Staph,I-PR
.,O

HOSPITAL,O
COURSE,O
:,O

The,O
patient,O
was,O
admitted,O
and,O
pancultured,O
.,O

He,O
was,O
treated,O
with,O
vancomycin,B-TR
and,O
ceftazidime,B-TR
while,O
awaiting,O
wound,B-TE
cultures,I-TE
.,O

He,O
had,O
dressing,B-TR
changes,I-TR
twice,O
a,O
day,O
.,O

Surgery,O
was,O
consulted,O
and,O
followed,O
him,O
while,O
he,O
was,O
in,O
house,O
.,O

Cyclosporin,B-TE
levels,I-TE
were,O
followed,O
and,O
his,B-TE
sugars,I-TE
were,O
followed,O
with,O
a,B-TR
sliding,I-TR
scale,I-TR
.,O

During,O
the,O
first,O
two,O
days,O
",",O
he,O
required,O
14,B-TR
and,I-TR
22,I-TR
units,I-TR
of,I-TR
additional,I-TR
coverage,I-TR
.,O

However,O
",",O
by,O
day,O
three,O
he,O
required,O
no,O
additional,B-TR
insulin,I-TR
coverage,I-TR
.,O

On,O
the,O
day,O
prior,O
to,O
discharge,O
",",O
his,B-TR
intravenous,I-TR
antibiotics,I-TR
were,O
discontinued,O
and,O
he,O
was,O
begun,O
on,O
tetracycline,B-TR
.,O

DISPOSITION,O
:,O

The,O
patient,O
was,O
discharged,O
home,O
in,O
stable,O
condition,O
.,O

MEDICATIONS,O
:,O

On,O
discharge,O
included,O
tetracycline,B-TR
",",O
250,O
mg,O
po,O
q.i.d.,O
;,O
cyclosporin,B-TR
",",O
325,O
mg,O
po,O
b.i.d.,O
;,O
prednisone,B-TR
",",O
30,O
mg,O
po,O
q,O
day,O
;,O
Bactrim,B-TR
DS,I-TR
",",O
one,O
po,O
q.o.d.,O
;,O
diltiazem,B-TR
",",O
30,O
mg,O
po,O
q.i.d.,O
;,O
Mycostatin,B-TR
",",O
15,O
cc,O
swish,O
and,O
swallow,O
q.i.d.,O
;,O
Lasix,B-TR
",",O
40,O
mg,O
po,O
q,O
day,O
;,O
Colace,B-TR
",",O
100,O
mg,O
po,O
q.i.d.,O
;,O
Carafate,B-TR
",",O
1,O
gram,O
po,O
q.i.d.,O
;,O
Imuran,B-TR
",",O
50,O
mg,O
po,O
t.i.d.,O
;,O
NPH,B-TR
insulin,I-TR
",",O
44,O
units,O
and,O
10,O
units,O
of,O
regular,O
q,O
a.m.,O
;,O
NPH,B-TR
",",O
22,O
units,O
and,O
8,O
units,O
of,O
regular,O
q,O

PM296/2413,O
RI,O
SEEN,O
",",O
M.D.,O
MC0,O

D,O
:,O

02/26/92,O

Batch,O
:,O

4373,O

Report,O
:,O

O8919E48,O

T,O
:,O

02/27/92,O

Dicatated,O
By,O
:,O

SUSHA,O
I.,O
RHIM,O
",",O
M.D.,O

917563546,O
ELMVH,O

73397283,O

7646550,O

1/23/2003,O
12:00:00,O
AM,O

Discharge,O
Summary,O

Signed,O

DIS,O

Admission,O
Date,O
:,O

Report,O
Status,O
:,O

Signed,O

Discharge,O
Date,O
:,O

01/23/2003,O

Date,O
of,O
Discharge,O
:,O

01/23/2003,O

ATTENDING,O
:,O

DOTA,O
SPACE,O
M.D.,O

ADMITTING,O
DIAGNOSIS,O
:,O

Lumbar,B-PR
spinal,I-PR
stenosis,I-PR
.,O

PRINCIPAL,O
PROCEDURE,O
:,O

L2,B-TR
to,I-TR
L5,I-TR
laminectomy,I-TR
",",O
L2,B-TR
through,I-TR
L5,I-TR
posterior,I-TR
fusion,I-TR
with,O
segmental,B-TR
instrumentation,I-TR
.,O

HISTORY,O
OF,O
PRESENT,O
ILLNESS,O
:,O

The,O
patient,O
is,O
a,O
50-year-old,O
female,O
with,O
history,O
of,O
low,B-PR
back,I-PR
pain,I-PR
radiating,B-PR
to,I-PR
both,I-PR
legs,I-PR
.,O

She,O
had,O
increasing,B-PR
symptoms,I-PR
overtime,O
",",O
not,O
controlled,O
by,O
conservative,B-TR
management,I-TR
.,O

She,O
therefore,O
elected,O
to,O
undergo,O
surgical,B-TR
treatment,I-TR
.,O

PAST,O
MEDICAL,O
HISTORY,O
:,O

Her,O
past,O
medical,O
history,O
is,O
notable,O
for,O
bilateral,B-PR
lower,I-PR
extremity,I-PR
venous,I-PR
insufficiency,I-PR
with,O
edema,B-PR
",",O
hypertension,B-PR
.,O

She,O
takes,O
lisinopril,B-TR
/,O
hydrochlorothiazide,B-TR
20/25,O
mg,O
p.o.,O
q.d.,O
",",O
Vioxx,B-TR
50,O
mg,O
p.o.,O
q.d.,O
",",O
Lipitor,B-TR
10,O
mg,O
p.o.,O
q.d.,O
",",O
Nortriptyline,B-TR
25,O
mg,O
p.o.,O
q.h.s.,O
",",O
Neurontin,B-TR
300,O
mg,O
p.o.,O
t.i.d.,O

ALLERGIES,O
:,O

She,O
has,O
nausea,B-PR
with,O
Codeine,B-TR
otherwise,O
no,O
known,B-PR
drug,I-PR
allergies,I-PR
.,O

PAST,O
SURGICAL,O
HISTORY,O
:,O

Past,O
surgical,O
history,O
is,O
notable,O
of,O
D,B-TE
and,O
C,B-TE
in,O
1980,O
and,O
cyst,B-TR
excision,I-TR
.,O

HABITS,O
:,O

She,O
denies,O
smoking,O
or,O
alcohol,O
.,O

PHYSICAL,O
EXAMINATION,O
:,O

On,O
examination,B-TE
",",O
her,O
lungs,O
were,O
clear,O
.,O

She,O
had,O
a,O
regular,O
heart,O
rate,O
and,O
rhythm,O
.,O

She,O
had,O
2+,B-TE
bilateral,I-TE
DP,I-TE
and,O
radial,B-TE
pulses,I-TE
.,O

She,O
has,O
mild,B-PR
swelling,I-PR
in,I-PR
both,I-PR
lower,I-PR
extremities,I-PR
.,O

She,O
has,O
pain,B-PR
with,O
straight,O
leg,O
raise,O
",",O
left,O
greater,O
than,O
right,O
and,O
5/5,O
strength,O
in,O
right,O
quads,O
compared,O
to,O
4/5,O
on,O
the,O
left,O
.,O

Please,O
see,O
Dr.,O
Uph,O
&apos;s,O
office,O
note,O
for,O
further,O
details,O
.,O

HOSPITAL,O
COURSE,O
:,O

She,O
was,O
taken,O
to,O
the,O
operating,O
room,O
on,O
01/16/2003,O
for,O
decompression,B-TR
at,I-TR
L2,I-TR
",",I-TR
L5,I-TR
and,O
laminectomy,B-TR
with,O
posterior,B-TR
instrumented,I-TR
fusion,I-TR
at,I-TR
L3,I-TR
to,I-TR
L5,I-TR
.,O

She,O
tolerated,O
the,B-TR
surgery,I-TR
well,O
.,O

She,O
was,O
transferred,O
to,O
recovery,O
room,O
in,O
stable,O
condition,O
.,O

She,O
received,O
blood,B-TR
transfusions,I-TR
intraoperatively,O
and,O
postoperatively,O
in,O
addition,O
to,O
autologous,B-TR
blood,I-TR
.,O

Her,B-TE
hematocrit,I-TE
was,O
stable,O
postoperatively,O
.,O

Her,B-TE
neurologic,I-TE
exam,I-TE
was,O
stable,O
postoperatively,O
with,O
5/5,O
bilaterally,O
",",O
tibial,O
",",O
EHL,O
",",O
FHL,O
",",O
gastroc,O
soleus,O
",",O
and,O
intact,O
quadriceps,O
.,O

She,O
has,O
intact,O
sensation,O
L3,O
to,O
S1,O
and,O
bilateral,O
lower,O
extremities,O
.,O

She,O
was,O
fitted,O
for,O
Verholl,B-TR
Aet,I-TR
over,I-TR
leg,I-TR
brace,I-TR
and,O
mobilized,O
out,O
of,O
the,O
bed,O
in,O
the,B-TR
brace,I-TR
with,O
physical,B-TR
therapy,I-TR
.,O

Her,B-PR
wounds,I-PR
were,O
stable,O
without,O
any,B-PR
erythema,I-PR
or,O
drainage,B-PR
.,O

She,O
reported,O
nausea,B-PR
on,O
pain,B-TR
medications,I-TR
.,O

Her,B-TR
pain,I-TR
medications,I-TR
were,O
changed,O
around,O
until,O
an,O
acceptable,O
regime,O
was,O
accomplished,O
.,O

She,O
is,O
stable,O
for,O
discharge,O
to,O
rehab,O
.,O

DISCHARGE,O
ACTIVITY,O
:,O

She,O
should,O
continue,O
to,O
wear,O
the,B-TR
brace,I-TR
when,O
out,O
of,O
bed,O
and,O
there,O
should,O
be,O
no,O
heavy,O
lifting,O
",",O
twisting,O
or,O
bending,O
activities,O
.,O

She,O
will,O
need,O
to,O
follow,O
up,O
with,O
Dr.,O
Uph,O
on,O
02/21/03,O
at,O
9:30,O
a.m.,O

DISCHARGE,O
MEDICATIONS,O
:,O

Tylenol,B-TR
650,O
mg,O
p.o.,O
q.4h.,O
p.r.n.,O
",",O
Benadryl,B-TR
25,O
mg,O
p.o.,O
q.h.s.,O
p.r.n.,O
",",O
Colace,B-TR
100,O
mg,O
p.o.,O
q.i.d.,O
",",O
Nortriptyline,B-TR
25,O
mg,O
p.o.,O
q.h.s.,O
",",O
Simvastatin,B-TR
10,O
mg,O
p.o.,O
q.h.s.,O
",",O
Metamucil,B-TR
one,O
packet,O
p.o.,O
b.i.d.,O
p.r.n.,O
",",O
Neurontin,B-TR
300,O
mg,O
p.o.,O
t.i.d.,O
",",O
Levsinex,B-TR
0.375,O
mg,O
p.o.,O
q.12h.,O
",",O
Lisinopril,B-TR
/,O
hydrochlorothiazide,B-TR
20/25,O
mg,O
p.o.,O
q.d.,O
",",O
hydrocortisone,B-TR
topical,I-TR
ointment,I-TR
to,O
affected,B-PR
areas,I-PR
",",O
MS,B-TR
Contin,I-TR
30,O
mg,O
p.o.,O
b.i.d.,O
",",O
MSIR,B-TR
15,O
to,O
30,O
mg,O
p.o.,O
q.4h.,O
p.r.n.,O
pain,B-PR
.,O

The,O
patient,O
should,O
continue,O
to,O
have,O
dry,B-TR
sterile,I-TR
dressings,I-TR
to,O
her,B-PR
back,I-PR
and,I-PR
iliac,I-PR
crest,I-PR
wounds,I-PR
until,O
follow,O
up,O
with,O
Dr.,O
Uph,O
.,O

Should,O
there,O
be,O
any,B-PR
wound,I-PR
erythema,I-PR
or,O
drainage,B-PR
",",O
please,O
contact,O
Dr.,O
Uph,O
&apos;s,O
office,O
immediately,O
.,O

eScription,O
document,O
:,O

2-7712488,O
ZNHKjeu,O
Tel,O

Dictated,O
By,O
:,O

MAULPLACKAGNELEEB,O
",",O
INACHELLE,O

Attending,O
:,O

SPACE,O
",",O
DOTA,O
Dictation,O
ID,O
3624752,O

D,O
:,O

01/23/03,O

T,O
:,O

01/23/03,O

948986258,O
YC,O

28079279,O

1027681,O

04/06/2005,O
12:00:00,O
AM,O

abdominal,B-PR
fluid,I-PR
collection,I-PR

DIS,O

Admission,O
Date,O
:,O

04/06/2005,O

Report,O
Status,O
:,O

Discharge,O
Date,O
:,O

04/12/2005,O

******,O
FINAL,O
DISCHARGE,O
ORDERS,O
******,O

LILEY,O
",",O
PEANTSALL,O
885-17-29-8,O
M12,O

Room,O
:,O

5Y-704,O

Service,O
:,O

GGI,O

DISCHARGE,O
PATIENT,O
ON,O
:,O

04/12/05,O
AT,O
01:00,O
PM,O

CONTINGENT,O
UPON,O

HO,B-TE
evaluation,I-TE

WILL,O
D,O
/,O
C,O
ORDER,O
BE,O
USED,O
AS,O
THE,O
D,O
/,O
C,O
SUMMARY,O
:,O

YES,O

Attending,O
:,O

LILEY,O
",",O
BER,O
",",O
M.D.,O

DISPOSITION,O
:,O

Home,O
w/,O
services,O

DISCHARGE,O
MEDICATIONS,O
:,O

MOTRIN,B-TR
(,I-TR
IBUPROFEN,I-TR
),I-TR
600,O
MG,O
PO,O
Q6H,O
PRN,O
Pain,B-PR
",",O
Headache,B-PR
",",O
Temperature,B-TE
greater,O
than,O
:,O

100,O

Food,O
/,O
Drug,O
Interaction,O
Instruction,O

Take,O
with,O
food,O
FLAGYL,B-TR
(,I-TR
METRONIDAZOLE,I-TR
),I-TR
500,O
MG,O
PO,O
Q8H,O
X,O
10,O
Days,O
Starting,O
Today,O
(,O
04/12,O
),O

Instructions,O
:,O

Take,O
for,O
10,O
days,O
or,O
until,O
drains,B-TR
come,O
out,O
;,O
whichever,O
is,O
of,O
longer,O
duration,O
.,O

Food,O
/,O
Drug,O
Interaction,O
Instruction,O

Take,O
with,O
food,O
OXYCODONE,B-TR
10,O
MG,O
PO,O
Q4H,O
PRN,O
Pain,B-PR
LEVOFLOXACIN,B-TR
500,O
MG,O
PO,O
QD,O
X,O
10,O
Days,O
Starting,O
Today,O
(,O
04/12,O
),O

Instructions,O
:,O

Take,O
for,O
10,O
days,O
or,O
until,O
drains,B-TR
come,O
out,O
;,O
whichever,O
is,O
of,O
longer,O
duration,O
.,O

Food,O
/,O
Drug,O
Interaction,O
Instruction,O

Administer,O
iron,B-TR
products,I-TR
a,O
minimum,O
of,O
2,O
hours,O
before,O
or,O
after,O
a,B-TR
levofloxacin,I-TR
or,O
ciprofloxacin,B-TR
dose,I-TR
dose,O
If,O
on,O
tube,B-TR
feeds,I-TR
",",O
please,O
cycle,O
(,O
hold,O
1,O
hr,O
before,O
to,O
2,O
hr,O
after,O
),O

Take,O
2,O
hours,O
before,O
or,O
2,O
hours,O
after,O
dairy,O
products,O
.,O

MAALOX-TABLETS,B-TR
QUICK,I-TR
DISSOLVE,I-TR
/,I-TR
CHEWABLE,I-TR
2,O
TAB,O
PO,O
Q6H,O
PROTONIX,B-TR
(,I-TR
PANTOPRAZOLE,I-TR
),I-TR
40,O
MG,O
PO,O
QD,O

DIET,O
:,O

House,B-TR
/,I-TR
Low,I-TR
Residue,I-TR
&lt;,O
FDI,O
&gt;,O

ACTIVITY,O
:,O

Walking,O
as,O
tolerated,O

FOLLOW,O
UP,O
APPOINTMENT,O
(,O
S,O
),O
:,O

Dr.,O
Liley,O
",",O
call,O
ASAP,O
to,O
schedule,O
1-2,O
weeks,O
",",O
Your,O
primary,O
care,O
physician,O
1-2,O
weeks,O
",",O
Interventional,O
Radiology,O
",",O
call,O
329-125-0028,O
to,O
schedule,O
an,O
appointment,O
when,O
drain,B-TE
outputs,I-TE
are,O
less,O
than,O
10cc,O
/,O
day,O
.,O
",",O

ALLERGY,O
:,O

NKA,B-PR

ADMIT,O
DIAGNOSIS,O
:,O

abdominal,B-PR
fluid,I-PR
collection,I-PR

PRINCIPAL,O
DISCHARGE,O
DIAGNOSIS,O
;,O

Responsible,O
After,O
Study,O
for,O
Causing,O
Admission,O
),O
abdominal,B-PR
fluid,I-PR
collection,I-PR

OTHER,O
DIAGNOSIS,O
;,O

Conditions,O
",",O
Infections,O
",",O
Complications,O
",",O
affecting,O
Treatment,O
/,O
Stay,O
liver,B-PR
hemangioma,I-PR
",",O
bph,B-PR
",",O
gout,B-PR
",",O
meningioma,B-PR
",",O
gerd,B-PR
",",O
episodic,B-PR
vertigo,I-PR
",",O
s,O
/,O
p,O
r,B-TR
colectomy,I-TR
",",O
subtotal,B-TR
colectomy,I-TR

OPERATIONS,O
AND,O
PROCEDURES,O
:,O

NONE,O

OTHER,O
TREATMENTS,O
/,O
PROCEDURES,O
(,O
NOT,O
IN,O
O.R.,O
),O

IR,B-TR
drainage,I-TR
X2,O

BRIEF,O
RESUME,O
OF,O
HOSPITAL,O
COURSE,O
:,O

HPI,O
This,O
is,O
a,O
60,O
yo,O
gentleman,O
who,O
previously,O
had,O
an,B-TR
ileocolic,I-TR
resection,I-TR
for,O
a,B-PR
right,I-PR
colon,I-PR
cancer,I-PR
",",O
and,O
was,O
found,O
to,O
have,O
recurrent,B-PR
disease,I-PR
on,O
colonoscopy,B-TE
.,O

He,O
was,O
also,O
found,O
to,O
have,O
a,B-PR
malignant,I-PR
lesion,I-PR
in,I-PR
his,I-PR
descending,I-PR
colon,I-PR
.,O

He,O
had,O
a,B-TR
subtotal,I-TR
colectomy,I-TR
on,O
03/22/05,O
which,O
was,O
uncomplicated,O
.,O

Postop,O
he,O
has,O
had,O
numerous,O
visits,O
to,O
the,O
ED,O
for,O
co,O
fevers,B-PR
",",O
sweats,B-PR
",",O
and,O
SOB,B-PR
.,O

CTS,B-TE
chest,I-TE
was,O
negative,O
for,O
PE,B-PR
",",O
however,O
it,O
did,O
reveal,O
pulmonary,B-PR
nodules,I-PR
in,I-PR
his,I-PR
RML,I-PR
which,O
need,O
fu,B-TE
imaging,I-TE
in,O
3,O
months,O
.,O

He,O
also,O
had,O
bl,B-PR
atelectasis,I-PR
on,O
cxr,B-TE
.,O

CT,B-TE
of,I-TE
the,I-TE
abdomen,I-TE
showed,O
a,B-PR
collection,I-PR
in,I-PR
the,I-PR
RLQ,I-PR
which,O
appears,O
to,O
be,O
amenable,O
to,O
IR,B-TR
drainage,I-TR
.,O

He,O
also,O
